COMPOUND_NAME	SACRI_PERIOD	DOSE_LEVEL	RBC(x10_4/ul)	Hb(g/dL)	Ht(%)	MCV(fL)	MCH(pg)	MCHC(%)	Ret(%)	Plat(x10_4/uL)	WBC(x10_2/uL)	Neu(%)	Eos(%)	Bas(%)	Mono(%)	Lym(%)	PT(s)	APTT(s)	Fbg(mg/dL)	ALP(IU/L)	TC(mg/dL)	TG(mg/dL)	PL(mg/dL)	TBIL(mg/dL)	DBIL(mg/dL)	GLC(mg/dL)	BUN(mg/dL)	CRE(mg/dL)	Na(meq/L)	K(meq/L)	Cl(meq/L)	Ca(mg/dL)	IP(mg/dL)	TP(g/dL)	RALB(g/dL)	A/G	AST(IU/L)	ALT(IU/L)	LDH(IU/L)	GTP(IU/L)
indomethacin	15 day	Middle	724	15.1	45.6	62.9	20.8	33.1	4.7	103.1	144	4	1	0	9	86	11.7	17.2	248	881	78	176	161	0.28	0.03	214	20	0.5	140	4.2	105	10.8	8.8	6.6	4.1	1.6	55	28	86	3
indomethacin	29 day	Middle	757	15	45	59.5	19.8	33.4	3.4	84.7	151	7	1	0	3	89	11.8	17.2	266	535	83	114	152	0.26	0	171	22	0.7	141	4.4	107	11	7.1	7.3	4.6	1.7	61	27	106	4
indomethacin	29 day	Middle	828	15.2	46.2	55.8	18.4	32.9	3.3	93.9	74.2	17	1	0	7	75	12	16.9	229	550	82	113	145	0.26	0	187	20	0.6	141	4.2	107	10.5	7.2	6.5	4.2	1.8	57	22	50	1
indomethacin	29 day	Middle	738	14.6	43.3	58.7	19.8	33.7	2.9	110.6	159	9	1	0	4	86	12.1	17.8	250	778	87	180	166	0.45	0.02	206	23	0.7	140	4.3	105	10.6	7.8	6.7	4.2	1.7	72	29	106	1
indomethacin	29 day	Middle	796	15.7	47.1	59.2	19.7	33.3	2.3	106.9	128	16	1	0	3	79	12	15.4	263	828	64	149	141	0.33	0	175	21	0.6	140	4.5	109	10.5	7.1	6.6	4.2	1.8	82	55	66	1
indomethacin	29 day	Middle	796	15.7	47.1	59.2	19.7	33.3	2.3	106.9	128	16	1	0	3	79	12	15.4	263	828	64	149	141	0.33	0	175	21	0.6	140	4.5	109	10.5	7.1	6.6	4.2	1.8	82	55	66	1
indomethacin	29 day	Middle	752	15.2	45.1	59.9	20.2	33.6	3.7	111.9	170	8	1	0	2	89	11.8	17.1	268	703	84	340	183	0.32	0	187	21	0.7	140	4.5	107	11	8.2	7.1	4.5	1.7	53	25	124	2
indomethacin	4 day	High	589	12.6	37.2	63.3	21.5	33.9	7.3	96.6	106	18	0	0	9	73	10.6	17.4	360	713	87	175	159	0.31	0.01	189	18	0.6	140	4.7	108	10.3	6.3	4.9	3	1.6	49	28	76	2
indomethacin	4 day	High	589	12.6	37.2	63.3	21.5	33.9	7.3	96.6	106	18	0	0	9	73	10.6	17.4	360	713	87	175	159	0.31	0.01	189	18	0.6	140	4.7	108	10.3	6.3	4.9	3	1.6	49	28	76	2
indomethacin	4 day	High	579	12.4	37.1	64.1	21.4	33.4	10.2	96.6	165	28	1	0	14	57	11	16.7	345	597	61	61	118	0.29	0.09	206	12	0.6	140	4.6	108	10.3	7.8	5.5	3.2	1.4	52	30	208	0
indomethacin	4 day	High	579	12.4	37.1	64.1	21.4	33.4	10.2	96.6	165	28	1	0	14	57	11	16.7	345	597	61	61	118	0.29	0.09	206	12	0.6	140	4.6	108	10.3	7.8	5.5	3.2	1.4	52	30	208	0
indomethacin	4 day	High	588	12.5	38.3	65.2	21.3	32.7	6.7	105.6	129	18	1	0	13	69	10.9	15.7	279	787	72	228	160	0.37	0.03	184	21	0.5	140	4.8	107	10.7	8.6	5.7	3.7	1.9	58	33	94	2
indomethacin	4 day	High	574	12.2	36.2	62.9	21.2	33.7	7.7	83.5	176	18	1	0	11	70	11.4	17.1	330	810	96	150	175	0.37	0.06	206	15	0.6	140	4.4	109	10.4	9.4	5.5	3.4	1.6	63	29	232	2
indomethacin	4 day	High	619	13.8	41.2	66.5	22.3	33.6	7.5	107.8	113	11	0	0	15	73	11.4	17.3	228	789	65	63	123	0.33	0	173	15	0.6	142	4.5	106	10.7	9.2	5.7	3.8	2	48	29	192	2
indomethacin	8 day	High	585	11.9	35.5	60.7	20.4	33.5	9.7	197.3	42.1	40	1	0	15	45	11.7	20.8	470	624	54	87	114	0.36	0	140	21	0.6	134	6	105	9.8	8.2	5.2	2.3	0.8	62	8	83	6
indomethacin	8 day	High	585	11.9	35.5	60.7	20.4	33.5	9.7	197.3	42.1	40	1	0	15	45	11.7	20.8	470	624	54	87	114	0.36	0	140	21	0.6	134	6	105	9.8	8.2	5.2	2.3	0.8	62	8	83	6
indomethacin	8 day	High	639	13.3	40.4	63.3	20.9	33	7	115.4	141	19	1	0	8	72	11.3	16.2	283	1007	107	116	182	0.24	0	212	19	0.7	140	4.5	108	11.4	9.3	6	3.9	1.9	62	28	192	1
indomethacin	8 day	High	639	13.3	40.4	63.3	20.9	33	7	115.4	141	19	1	0	8	72	11.3	16.2	283	1007	107	116	182	0.24	0	212	19	0.7	140	4.5	108	11.4	9.3	6	3.9	1.9	62	28	192	1
indomethacin	8 day	High	548	11.6	34.6	63.2	21.3	33.6	13.1	123.6	266	21	0	0	4	75	12.3	18.1	378	386	83	155	157	0.25	0	182	18	0.5	140	4.5	105	10.5	9.6	5.2	2.9	1.3	52	21	172	2
indomethacin	8 day	High	548	11.6	34.6	63.2	21.3	33.6	13.1	123.6	266	21	0	0	4	75	12.3	18.1	378	386	83	155	157	0.25	0	182	18	0.5	140	4.5	105	10.5	9.6	5.2	2.9	1.3	52	21	172	2
indomethacin	15 day	High	516	10.1	29.7	57.5	19.7	34.2	9	139	146	34	0	2	15	49	10.4	24.9	436	1239	56	91	126	0.31	0.16	133	152	1	131	8.1	102	10	13.4	5.5	2.3	0.7	100	20	166	10
indomethacin	15 day	High	658	13.5	40.4	61.4	20.5	33.4	5.8	116.8	213	30	0	0	4	65	12.2	15.9	300	654	77	98	141	0.24	0	186	26	0.7	141	4.4	108	10.5	8.5	5.9	3.7	1.7	70	31	143	4
indomethacin	15 day	High	658	13.5	40.4	61.4	20.5	33.4	5.8	116.8	213	30	0	0	4	65	12.2	15.9	300	654	77	98	141	0.24	0	186	26	0.7	141	4.4	108	10.5	8.5	5.9	3.7	1.7	70	31	143	4
indomethacin	15 day	High	429	9.1	27	63.1	21.1	33.5	18.8	169.3	221	54	2	0	12	32	11.5	17.5	377	370	78	188	150	0.22	0	174	16	0.5	141	4.8	110	10.1	8.2	5.6	3.2	1.3	55	19	68	4
indomethacin	15 day	High	368	7.6	22.8	61.9	20.7	33.4	18.4	179.3	114	5	0	0	6	89	11.1	19.3	480	678	55	66	113	0.35	0.03	118	68	0.7	137	5.8	105	9.8	13.5	5.3	2.2	0.7	91	7	147	8
indomethacin	15 day	High	368	7.6	22.8	61.9	20.7	33.4	18.4	179.3	114	5	0	0	6	89	11.1	19.3	480	678	55	66	113	0.35	0.03	118	68	0.7	137	5.8	105	9.8	13.5	5.3	2.2	0.7	91	7	147	8
meloxicam	3 hr	Control	655	14.1	40.9	62.5	21.6	34.6	7.3	125.3	62.6	17	1	0	2	79	12.2	19.6	203	1279	59	54	113	0.14	0.06	204	11	0.4	141	3.3	103	10.3	7.9	5.2	3.4	1.9	66	31	118	1
meloxicam	3 hr	Control	611	13	38.4	62.8	21.3	33.9	7.3	117	111.4	19	1	1	2	77	12.1	17.8	227	907	86	81	149	0.14	0.06	193	10	0.4	143	4.1	105	10.9	8	5.4	3.4	1.7	74	37	279	1
meloxicam	3 hr	Control	592	12.8	38.2	64.5	21.7	33.7	7.5	135.3	60.4	21	1	0	3	74	11.6	16.9	227	1008	81	86	147	0.14	0.08	208	12	0.3	140	4.3	100	11.1	10.6	5.3	3.4	1.8	65	31	133	1
meloxicam	3 hr	Control	681	13.9	41.1	60.3	20.5	33.9	6.1	145.5	71	13	1	1	1	84	11.3	16.9	233	1170	88	48	151	0.12	0.05	201	12	0.3	144	3.3	104	10.7	10.8	5.8	3.5	1.5	64	40	115	1
meloxicam	3 hr	Control	627	13.2	38.3	61.2	21	34.3	7	141	88.7	18	1	0	2	79	11.6	18.1	224	804	84	39	138	0.12	0.05	194	10	0.4	139	3.6	101	10.5	9.4	5.4	3.3	1.6	71	49	102	1
meloxicam	6 hr	Control	620	14.1	41.4	66.8	22.8	34.2	7.1	131.3	113	7	0	1	3	88	12	19.7	219	750	65	53	127	0.14	0.07	212	11	0.3	140	3.5	102	10.9	8.2	5.4	3.6	2	67	35	188	1
meloxicam	6 hr	Control	639	13.6	40.5	63.4	21.3	33.6	7.9	103.7	99.2	14	1	1	4	80	12.9	17.8	222	874	79	75	136	0.14	0.08	193	10	0.3	142	4	103	11.2	9.1	5.2	3.4	1.9	65	35	247	0
meloxicam	6 hr	Control	624	13.5	39.4	63.1	21.6	34.2	7.5	137.2	88.3	26	1	0	3	69	12.5	18.6	230	713	75	44	138	0.13	0.06	190	10	0.4	141	4.1	104	10.6	10	5.4	3.3	1.6	64	32	126	1
meloxicam	6 hr	Control	608	13.2	40	65.7	21.7	33	7.2	104.6	104.4	15	0	1	2	81	12.5	18.8	222	558	81	57	143	0.13	0.06	203	8	0.3	142	3.8	104	10.9	9.8	5.3	3.2	1.5	58	28	92	1
meloxicam	6 hr	Control	636	13.7	40.2	63.2	21.6	34.2	6.6	128.3	148.6	37	1	0	4	58	13.1	18.7	286	802	74	47	132	0.14	0.06	187	10	0.4	142	3.9	104	10.9	10.2	5.6	3.2	1.3	54	27	112	1
meloxicam	9 hr	Control	632	13.5	40.2	63.6	21.3	33.5	7.2	114.7	83	15	1	0	3	80	12.6	18.2	206	1073	62	61	109	0.14	0.08	213	11	0.4	140	3.9	101	10.3	9.8	5.2	3.3	1.7	65	34	91	1
meloxicam	9 hr	Control	597	13.6	40	67.1	22.7	33.9	8.4	129.1	120	25	1	0	5	67	11.8	18.1	240	737	97	87	158	0.11	0.06	183	11	0.4	142	4.2	103	10.9	9.8	5.4	3.3	1.6	66	31	249	1
meloxicam	9 hr	Control	625	13.3	39.5	63.2	21.3	33.6	6.4	132.5	67.3	15	1	1	4	79	12.3	17.8	237	1137	69	86	139	0.14	0.08	184	11	0.4	141	4.2	104	11	9.1	5.5	3.5	1.8	64	31	151	1
meloxicam	9 hr	Control	598	13.8	39.6	66.3	23.1	34.8	6.5	119.8	84.9	32	1	0	2	65	13.1	19.6	233	863	54	85	114	0.11	0.06	198	12	0.4	143	3.7	104	10.7	9.3	5.6	3.3	1.4	60	26	149	1
meloxicam	9 hr	Control	602	13.3	38.5	64	22.1	34.5	7.3	108	86.3	25	1	0	1	71	13	14.4	250	744	71	75	152	0.12	0.06	197	11	0.4	142	3.8	104	10.7	9.6	5.7	3.6	1.7	58	26	126	2
meloxicam	24 hr	Control	616	13.6	40.2	65.3	22	33.8	8.4	133.9	146.9	17	1	0	2	79	12	20.6	243	973	81	146	161	0.15	0.09	207	14	0.4	142	4	103	10.6	7.8	5.5	3.5	1.8	64	40	149	1
meloxicam	24 hr	Control	697	13.7	40.4	58	19.6	33.8	5.3	121.4	90.8	12	1	1	3	83	11.7	18.9	224	899	76	185	148	0.21	0.14	204	16	0.4	143	4	106	11	6.2	5.6	3.6	1.8	58	26	179	1
meloxicam	24 hr	Control	699	14.3	42.1	60.2	20.5	34	4.9	112.4	73.4	12	1	1	3	82	11.5	18.2	227	881	79	106	148	0.14	0.09	199	14	0.4	142	3.6	106	11	7.5	5.5	3.3	1.5	65	32	158	1
meloxicam	24 hr	Control	597	13.3	38.9	65.1	22.3	34.2	6.9	135.1	103.2	20	2	1	3	74	11.6	19.5	203	838	73	121	151	0.14	0.09	212	16	0.4	142	3.6	103	10.7	7.8	5.3	3.3	1.6	66	32	177	1
meloxicam	24 hr	Control	625	13.3	39.6	63.4	21.2	33.5	6.3	125.6	95.8	21	1	0	2	75	11.8	18.2	227	1315	62	69	124	0.14	0.08	199	15	0.5	143	4.2	105	11.1	8.1	5.6	3.4	1.5	60	33	142	1
meloxicam	3 hr	Low	669	13.6	40.4	60.3	20.3	33.6	7.3	120.4	89.8	17	1	0	2	79	12.1	18	201	893	69	58	128	0.14	0.06	192	11	0.4	141	4.4	104	10.9	7.9	5.4	3.4	1.7	61	27	108	1
meloxicam	3 hr	Low	610	13.6	40	65.5	22.3	34	7.7	120.7	101.6	23	1	0	2	74	12.1	19.6	224	1000	71	46	129	0.12	0.06	193	10	0.3	140	4.1	101	11	9.4	5.5	3.3	1.5	60	29	104	0
meloxicam	3 hr	Low	640	13.6	40.6	63.4	21.2	33.5	6.4	126.7	111.2	27	1	1	2	69	12	17.3	219	757	67	100	132	0.14	0.06	211	13	0.4	142	3.9	103	11	8.2	5.6	3.3	1.4	71	36	204	1
meloxicam	3 hr	Low	661	13	38.9	58.9	19.6	33.3	6.9	122.6	86.7	12	1	1	2	83	12.7	17.2	338	854	71	42	121	0.14	0.07	186	9	0.3	141	3.7	102	10.8	10.6	5.3	3	1.3	68	31	146	1
meloxicam	3 hr	Low	614	12.7	38	61.9	20.7	33.4	7.6	122.5	133.5	12	1	1	2	85	12	17.7	213	834	90	67	156	0.12	0.05	207	13	0.3	141	4	101	11.1	9	5.7	3.3	1.4	69	36	128	1
meloxicam	6 hr	Low	643	13.7	39.7	61.7	21.3	34.5	6.6	140	132.6	10	1	1	2	86	12.3	17.4	208	1106	57	73	120	0.14	0.06	202	15	0.3	140	4.5	101	10.6	8.9	5.3	3.2	1.5	66	32	161	1
meloxicam	6 hr	Low	605	12.7	37.8	62.5	20.9	33.5	6.3	113.3	80.5	25	1	0	3	71	12.3	18.4	201	878	68	53	118	0.14	0.06	170	12	0.4	141	3.9	102	10.6	7.6	5.1	3.2	1.7	80	53	128	1
meloxicam	6 hr	Low	661	13.8	41.7	63	20.9	33.2	6.6	118.3	75.7	17	0	1	3	79	12.5	19.2	224	1011	77	138	147	0.15	0.07	194	10	0.4	141	3.9	103	10.5	9.9	5.2	3.1	1.5	60	30	237	1
meloxicam	6 hr	Low	676	13.7	40.7	60.2	20.3	33.8	5.9	123.1	105.5	16	0	1	2	80	11.9	17.6	233	794	73	33	133	0.13	0.06	187	8	0.3	142	3.5	104	10.4	9.4	5.7	3.4	1.5	70	37	141	1
meloxicam	6 hr	Low	657	13.4	40.5	61.6	20.3	33	6.6	122.5	85.4	25	1	0	3	71	12.4	16.5	192	996	59	25	107	0.14	0.06	194	8	0.3	141	3.6	105	10.1	9.4	4.8	3.1	1.8	77	34	152	1
meloxicam	9 hr	Low	596	12.4	36.2	60.8	20.8	34.2	7.4	118.1	171.7	20	0	0	3	75	12.6	19.2	206	777	70	38	123	0.13	0.06	181	12	0.4	140	3.7	103	9.8	9.2	5	3.1	1.6	70	39	115	1
meloxicam	9 hr	Low	662	13.4	39.1	59.1	20.3	34.4	5.6	99.4	78.7	17	1	0	2	80	12.1	17.1	211	707	67	68	128	0.14	0.06	199	11	0.4	142	4	104	10.7	9.5	5.2	3.2	1.6	61	35	114	1
meloxicam	9 hr	Low	631	13.7	40.8	64.6	21.7	33.6	7.5	109.5	100.8	20	1	0	4	74	12.6	18.1	213	673	75	36	137	0.13	0.07	178	12	0.4	142	3.9	106	10.5	9	5.4	3.4	1.7	64	32	326	1
meloxicam	9 hr	Low	645	13.8	40.5	62.8	21.3	34	6.8	126.1	62.6	22	1	0	3	73	12.1	18.6	247	777	68	51	130	0.13	0.06	179	8	0.4	143	4.1	106	10.7	9.6	5.6	3.6	1.8	62	31	158	1
meloxicam	9 hr	Low	655	13.8	41.2	63	21.1	33.6	6.1	140.1	93.3	10	1	0	2	87	12.1	16.1	206	864	67	15	123	0.11	0.05	194	13	0.4	142	3.7	104	10.5	10.4	5.4	3.5	1.8	73	38	170	1
meloxicam	24 hr	Low	589	12.9	38.1	64.7	21.9	33.9	7.2	118.1	113.8	17	1	0	3	78	12	18.3	206	1437	67	102	127	0.18	0.12	197	17	0.4	140	4.9	105	10.4	6.8	5.2	3.5	2.1	77	40	134	1
meloxicam	24 hr	Low	604	12.5	36.9	61.1	20.6	33.7	6.4	131.8	125.7	19	1	0	2	77	11.8	18.7	211	717	77	61	135	0.14	0.08	187	15	0.4	143	4	107	10.7	6.8	5.3	3.2	1.5	69	33	211	1
meloxicam	24 hr	Low	599	13.5	40.7	67.9	22.5	33.2	8.4	118.6	193.2	34	0	0	5	60	11.8	18.6	237	896	91	103	166	0.13	0.07	195	14	0.4	141	4.5	105	11	8.7	5.4	3	1.3	63	37	196	1
meloxicam	24 hr	Low	616	13.4	39.2	63.7	21.8	34.2	6.6	113.1	100.6	18	1	0	3	78	11.6	18.1	203	865	63	70	126	0.12	0.07	217	13	0.4	141	4.1	104	10.8	9.2	5.6	3.3	1.4	73	40	174	1
meloxicam	24 hr	Low	599	13.2	38	63.4	22	34.6	6.5	132.2	134.3	16	1	1	3	79	11.9	18.4	213	882	62	86	126	0.13	0.07	222	13	0.5	140	3.7	102	10.9	8.2	5.5	3.2	1.4	68	34	174	1
meloxicam	3 hr	Middle	643	13.2	39.5	61.4	20.5	33.4	6.9	126.9	97.4	10	0	1	3	86	12.4	18.2	216	748	63	88	124	0.16	0.1	185	12	0.4	142	4.2	104	11	7.7	5.4	3.4	1.7	68	36	150	1
meloxicam	3 hr	Middle	674	13.4	40.2	59.6	19.9	33.4	6.1	107.1	71.7	14	1	1	2	83	12	19.4	208	911	69	72	128	0.13	0.06	191	14	0.4	140	3.7	100	10.9	8.3	5.5	3.4	1.6	63	33	111	1
meloxicam	3 hr	Middle	580	12.9	38	65.6	22.3	34	7.3	126.6	124.7	23	1	1	3	72	12.1	18.5	216	640	72	80	143	0.15	0.08	200	17	0.3	141	4.3	102	10.9	8.4	5.2	3.1	1.5	61	34	257	1
meloxicam	3 hr	Middle	616	13.2	39.7	64.5	21.4	33.2	7.2	113.6	95.4	22	1	1	2	74	12	17.7	196	832	61	49	116	0.12	0.06	200	15	0.3	140	4.3	103	10.8	8.9	5.2	3	1.4	71	34	174	0
meloxicam	3 hr	Middle	669	14	41.6	62.2	20.9	33.5	7.3	117	117.6	13	1	1	2	83	11.5	18.1	224	924	65	41	128	0.13	0.05	205	11	0.4	140	3.9	104	10.7	8.8	5.2	3.1	1.5	65	37	197	1
meloxicam	6 hr	Middle	667	13.6	40.4	60.6	20.4	33.7	6.9	109.7	106.9	14	0	1	3	82	12.5	17.9	208	726	72	86	134	0.15	0.07	202	11	0.4	140	3.6	101	11	8.8	5.5	3.3	1.5	64	33	136	1
meloxicam	6 hr	Middle	619	13.8	40.5	65.3	22.3	34.1	7.2	113.4	123	21	1	1	4	73	12.7	19.6	227	692	71	44	130	0.15	0.06	191	9	0.3	141	3.8	104	10.6	8.8	5.3	3.3	1.6	71	41	101	1
meloxicam	6 hr	Middle	607	13.8	39.8	65.5	22.6	34.5	7.3	130.5	66.4	16	1	0	4	78	12.1	18.2	219	830	86	60	165	0.12	0.06	202	9	0.4	141	3.8	103	10.9	10.6	5.5	3.4	1.6	70	37	264	1
meloxicam	6 hr	Middle	622	13.6	40.6	65.3	21.8	33.4	7.8	136.6	114.3	35	1	0	2	62	12.4	19.3	227	672	62	73	118	0.14	0.06	195	9	0.4	142	3.7	106	10.6	9.2	5.7	3.4	1.5	66	29	145	1
meloxicam	6 hr	Middle	649	14.3	42	64.8	22	33.9	6.6	132.8	118.5	21	1	1	4	73	12	17.2	227	956	61	45	111	0.14	0.06	194	11	0.4	142	3.9	103	11.1	9.3	5.6	3.4	1.5	72	41	170	1
meloxicam	9 hr	Middle	634	13.6	39.3	61.9	21.4	34.6	6.2	145.6	158	11	1	1	4	82	12	16.9	247	1043	59	101	121	0.15	0.07	196	13	0.4	143	4.2	103	10.6	9.4	5.6	3.5	1.7	57	29	118	1
meloxicam	9 hr	Middle	594	13.2	38.1	64.2	22.3	34.7	6.6	105.1	95.1	20	1	1	3	74	12.7	18.3	211	757	59	28	109	0.11	0.05	189	12	0.4	141	4.1	103	10.4	9.3	5.2	3	1.4	69	34	136	1
meloxicam	9 hr	Middle	593	13.4	38.6	65.1	22.5	34.6	6.9	104.7	123.1	37	0	0	3	59	12.4	17.5	254	584	63	39	125	0.12	0.06	193	22	0.4	141	4.3	104	10.5	9.5	4.9	2.8	1.3	59	33	119	1
meloxicam	9 hr	Middle	600	13.2	39.7	66.2	22	33.2	7.8	129.2	95	13	1	0	4	82	12.4	18.1	230	982	57	30	119	0.12	0.06	177	8	0.3	142	3.7	106	10	9.3	5.2	3.4	1.9	66	34	309	1
meloxicam	9 hr	Middle	642	13.3	39.6	61.8	20.8	33.7	7.4	112.3	83.5	30	1	0	5	63	12.8	14.8	233	943	82	24	147	0.12	0.06	197	10	0.4	142	4	103	10.8	10.4	5.4	3.3	1.6	63	40	169	1
meloxicam	24 hr	Middle	610	13.1	38.8	63.6	21.5	33.8	6.4	117.4	116.2	16	1	1	3	79	11.5	18.1	219	1459	69	135	146	0.19	0.13	192	14	0.4	142	3.7	104	11	7.2	5.4	3.5	1.8	71	43	146	1
meloxicam	24 hr	Middle	613	13.4	39.7	64.8	21.9	33.7	6.9	127.4	141.5	31	0	0	3	64	11.6	19.8	237	1041	60	117	124	0.15	0.09	208	12	0.4	144	3.4	109	10.5	7.6	5.3	3.2	1.5	72	34	150	1
meloxicam	24 hr	Middle	610	13.1	39.5	64.7	21.5	33.3	7	118.8	148.7	20	1	1	4	74	11.5	18.3	240	1399	80	110	157	0.17	0.1	218	14	0.4	143	4.1	108	10.9	7.5	5.3	3.4	1.8	74	36	296	1
meloxicam	24 hr	Middle	618	13.5	39.8	64.5	21.9	34	6.7	115.4	123.4	29	1	0	4	65	11.7	18.4	271	655	81	108	160	0.16	0.1	232	15	0.4	143	4.1	106	10.9	8.7	5.5	3.3	1.5	64	36	217	1
meloxicam	24 hr	Middle	594	13.1	38.9	65.4	22.1	33.7	6.8	104.9	132.5	36	1	1	5	58	11.5	18.5	250	875	71	70	141	0.15	0.07	227	13	0.5	142	4.3	104	10.9	8	5.4	3.2	1.5	67	43	226	1
meloxicam	3 hr	High	643	14.2	42	65.4	22.1	33.8	7.5	128.2	100.1	18	1	1	3	78	12.3	21.1	216	1062	60	84	131	0.14	0.08	200	14	0.4	142	3.8	104	10.5	8.2	5.6	3.4	1.5	76	45	221	0
meloxicam	3 hr	High	584	13	38	65.1	22.3	34.3	7.7	112	78.6	15	2	1	3	80	11.6	19.8	216	728	97	126	187	0.17	0.1	208	13	0.4	141	4	101	11.3	8.7	5.4	3.5	1.8	59	28	121	0
meloxicam	3 hr	High	634	13.3	39	61.5	21	34.2	6.8	131.5	105.7	19	1	1	4	76	11.5	17.9	224	923	62	89	139	0.14	0.08	221	12	0.4	139	4.2	98	10.9	9.6	5.4	3.4	1.7	58	31	115	1
meloxicam	3 hr	High	597	13.1	38.6	64.6	21.9	33.9	6.7	124.1	82.6	15	2	1	4	77	11.6	16.7	206	863	67	34	129	0.14	0.06	212	15	0.3	140	4.2	103	10.2	8.4	5.1	3.2	1.7	82	44	264	1
meloxicam	3 hr	High	664	14.2	41.7	62.9	21.4	34	6.7	116	128	26	1	1	4	67	12	16.7	250	839	85	39	144	0.15	0.07	198	11	0.3	141	3.9	102	10.1	9.8	5.5	3.5	1.8	66	38	216	2
meloxicam	6 hr	High	642	13.9	40.4	63	21.6	34.3	7	109.5	96.8	20	1	0	3	76	12.2	19.1	213	794	80	47	138	0.15	0.07	191	11	0.3	141	4	102	10.6	9.6	5.5	3.4	1.6	80	46	188	1
meloxicam	6 hr	High	643	13.4	39.7	61.7	20.9	33.8	5.6	99.3	83.8	14	1	1	3	82	12.1	19	222	751	70	76	130	0.15	0.07	203	11	0.3	141	3.9	103	10.5	8.3	5.4	3.4	1.7	64	41	108	1
meloxicam	6 hr	High	627	12.8	38.7	61.6	20.4	33.1	6.3	116.9	101.1	25	1	0	4	70	12	18	194	625	62	41	114	0.13	0.06	195	14	0.4	139	4.6	101	10.3	8.8	5	3.1	1.6	67	39	111	1
meloxicam	6 hr	High	623	13.3	39	62.5	21.4	34.2	8.3	138.7	86.5	30	1	1	4	65	12.3	19.8	199	716	54	21	104	0.16	0.08	194	10	0.3	140	3.9	102	10.6	10.4	5.1	3.1	1.5	70	32	220	1
meloxicam	6 hr	High	622	13.1	37.8	60.8	21.1	34.6	6.3	120	72.5	23	1	0	2	74	11.7	18.4	230	731	72	30	131	0.14	0.06	212	7	0.3	141	3.9	102	10.4	10.2	5.6	3.5	1.7	59	29	175	1
meloxicam	9 hr	High	585	13	38	65	22.2	34.1	8.2	115	151.3	32	1	0	5	62	12.2	19.5	219	593	64	31	123	0.13	0.06	203	18	0.4	139	4.7	101	10.3	9.7	5.1	3	1.4	56	23	170	1
meloxicam	9 hr	High	581	13	38.1	65.6	22.4	34.2	7.1	154.9	84.9	18	2	0	4	76	12.2	17.4	203	1068	64	28	112	0.14	0.06	217	11	0.4	142	4.1	104	10.5	9.5	5.3	3.1	1.4	57	26	155	1
meloxicam	9 hr	High	639	13.5	39.2	61.4	21.2	34.5	6.9	113.1	70.8	22	1	1	3	73	12.5	17.8	222	698	53	23	107	0.13	0.05	200	11	0.4	142	4.1	105	10	9.1	5.5	3.4	1.6	64	29	150	1
meloxicam	9 hr	High	616	13.6	38.6	62.6	22.1	35.3	6.1	141.9	114	47	0	1	5	46	12.6	17.7	222	634	65	11	108	0.12	0.06	186	13	0.4	142	4.2	103	10.1	10	5.2	3.3	1.7	62	29	100	1
meloxicam	9 hr	High	604	13.2	38.2	63.3	21.8	34.5	7	131.2	93.2	25	1	0	3	71	11.8	16.8	247	802	64	23	127	0.15	0.07	201	11	0.4	142	4.2	103	10.5	9.9	5.6	3.4	1.5	66	30	255	1
meloxicam	24 hr	High	377	7.8	23.7	63	20.6	32.7	8	66.8	116.5	28	1	0	2	69	12.1	21.3	331	279	58	56	90	0.12	0.05	175	17	0.4	142	4.2	108	9	9.7	3.7	2	1.2	47	15	138	1
meloxicam	24 hr	High	309	6.4	19.4	62.7	20.6	32.8	10.1	51.4	89.5	28	1	0	2	69	12.3	18.6	307	283	61	74	111	0.1	0.05	173	18	0.4	140	4.3	107	8.8	11	3.5	1.8	1.1	44	18	101	1
meloxicam	24 hr	High	383	8.1	24.4	63.5	21.1	33.2	8.1	70.8	67	19	0	0	2	74	10.8	20.4	338	261	52	126	99	0.13	0.06	190	26	0.4	139	4.7	106	8.6	10.4	3.4	1.8	1.1	41	23	92	1
meloxicam	24 hr	High	640	13.1	39.3	61.3	20.4	33.3	7.6	98.7	133.7	30	1	1	4	64	11.8	18.9	281	1262	61	53	123	0.11	0.05	198	12	0.4	144	3.7	107	10.5	8.6	4.9	2.9	1.5	72	47	242	1
meloxicam	24 hr	High	560	12.1	35.6	63.6	21.6	34	8.1	103.9	113.4	34	1	0	4	61	12.1	17.8	247	439	61	37	108	0.14	0.07	186	15	0.4	141	4.7	105	10.3	9.2	4.1	2.4	1.4	55	28	224	1
meloxicam	4 day	Control	619	13.5	39.4	63.7	21.8	34.2	6	100	115.5	14	1	1	4	81	11.5	20.9	219	915	81	89	153	0.15	0.09	230	18	0.5	141	4.3	102	10.6	7.7	5.5	3.5	1.8	68	41	201	1
meloxicam	4 day	Control	670	13.9	40	59.7	20.7	34.6	4.5	115.5	96.7	23	1	1	4	72	12.4	19.9	213	1014	55	123	134	0.15	0.11	181	19	0.4	143	4.2	107	10.8	7.3	5.6	3.6	1.8	72	38	297	1
meloxicam	4 day	Control	637	13.7	40.2	63.1	21.6	34.2	5.5	133.5	120.3	13	1	0	2	83	12	19.1	233	993	68	148	143	0.17	0.13	188	17	0.4	139	4	103	10.8	8.2	5.5	3.2	1.4	71	44	193	1
